,NO2(GT),NOx(GT),PT08.S5(O3),PT08.S2(NMHC),PT08.S1(CO),PT08.S4(NO2),T,AH,C6H6(GT),RH,CO(GT),toDrop
2162,143,210,1601,1341,1213,2090,288,11761,216,302,38,0
2163,123,157,1376,1170,1145,1894,267,12233,157,354,28,0
2164,89,96,1161,1011,1050,1739,253,12910,109,407,17,0
2165,67,59,878,902,972,1647,249,12809,81,412,12,0
2166,81,81,1031,984,1020,1753,237,13033,102,451,16,0
2167,54,40,847,878,934,1644,225,13151,75,490,1,0
2168,57,42,908,801,914,1609,223,13486,58,506,9,0
2169,-200,-200,733,698,824,1517,220,13199,38,505,5,1
2170,51,31,751,672,817,1501,208,13229,33,544,5,0
2171,58,54,799,708,833,1525,203,13204,40,560,5,0
2172,69,88,954,905,935,1675,205,13073,81,548,1,0
2173,107,261,1425,1359,1297,2214,217,12981,223,506,35,0
2174,151,357,2147,1705,1496,2691,234,13091,369,461,64,0
2175,146,265,1532,1224,1201,1987,251,13488,175,430,29,0
2176,165,247,1570,1276,1267,2059,301,13795,193,328,34,0
2177,159,189,1380,1228,1224,1972,347,14069,176,259,28,0
2178,174,168,1337,1257,1247,2000,372,14478,186,232,28,0
2179,167,183,1308,1241,1183,1937,395,12917,180,183,28,0
2180,137,157,1013,1116,1078,1761,406,11485,140,153,23,0
2181,116,113,816,1012,1076,1665,403,11896,109,161,18,0
2182,125,140,836,1019,1052,1610,403,10494,111,142,2,0
2183,194,230,1267,1340,1287,2008,396,11867,216,167,35,0
2184,222,277,1649,1493,1460,2288,373,14672,276,234,49,0
2185,206,295,1622,1445,1357,2195,337,14213,256,277,46,0
2186,162,212,1349,1257,1234,2019,307,13983,186,322,34,0
2187,132,151,1186,1154,1151,1894,284,13549,152,357,27,0
2188,107,110,1026,1038,1065,1763,265,13154,117,386,19,0
2189,84,83,817,929,984,1654,254,12822,87,401,15,0
2190,61,48,662,881,938,1607,241,12839,76,433,1,0
2191,42,27,552,774,878,1527,239,13328,52,456,7,0
2192,66,48,775,807,919,1598,220,13752,59,528,1,0
2193,-200,-200,646,709,836,1498,207,13565,40,561,6,1
2194,50,33,647,673,814,1488,201,13352,33,573,-200,1
2195,76,75,874,782,872,1607,195,13328,54,594,9,0
2196,78,101,973,929,949,1711,200,13095,87,566,12,0
2197,104,214,1327,1292,1227,2087,217,13848,199,539,29,0
2198,139,290,1626,1561,1360,2525,237,14152,304,490,48,0
2199,166,311,1640,1420,1318,2316,259,14544,246,443,43,0
2200,151,234,1341,1208,1196,1981,301,14414,169,343,31,0
2201,134,157,1113,1102,1152,1868,335,13859,136,272,24,0
2202,148,165,1224,1157,1220,1935,354,14806,153,261,28,0
2203,126,137,1095,1120,1182,1893,379,15020,141,232,25,0
2204,144,149,1152,1210,1167,1944,397,13306,170,187,26,0
2205,133,140,1047,1109,1142,1789,404,12774,138,172,23,0
2206,139,139,982,1105,1157,1792,400,13630,136,188,24,0
2207,178,221,1320,1329,1274,2054,389,12900,212,188,35,0
2208,206,318,1541,1451,1372,2183,358,12792,259,221,48,0
2209,211,363,1510,1440,1373,2183,331,12923,254,259,51,0
2210,180,341,1511,1393,1290,2146,309,12388,236,282,47,0
2211,116,163,1078,1051,1056,1758,275,11760,120,326,24,0
2212,118,157,1235,1123,1116,1826,263,11605,142,343,25,0
2213,115,202,1202,1122,1106,1813,255,10968,142,341,27,0
2214,96,102,1103,992,1018,1710,247,12065,104,393,15,0
2215,86,70,1013,880,919,1628,242,11764,75,395,11,0
2216,65,41,765,681,807,1435,248,11639,35,378,6,0
2217,-200,-200,618,620,787,1403,227,11952,25,438,5,1
2218,53,36,663,623,789,1407,220,11553,26,443,4,0
2219,74,68,813,709,825,1491,193,11364,40,514,6,0
2220,69,92,894,858,912,1608,198,11525,70,504,1,0
2221,131,332,1495,1425,1339,2264,205,11474,248,482,46,0
2222,134,333,1658,1526,1355,2397,228,11667,289,427,48,0
2223,148,298,1506,1336,1250,2104,256,11548,215,358,4,0
2224,-200,-200,1168,1079,1105,1774,300,11509,129,275,-200,1
2225,-200,146,993,1055,1076,1734,344,11248,122,210,2,1
2226,111,120,910,1087,1096,1759,359,11422,131,196,2,0
2227,110,108,912,1094,1093,1769,372,11389,133,182,2,0
2228,110,109,814,1066,1027,1689,373,10435,125,166,19,0
2229,116,124,1341,1085,1026,1654,374,9413,130,149,19,0
2230,120,127,847,1062,1015,1668,364,9005,123,151,19,0
2231,142,185,925,1155,1028,1691,354,8323,152,147,26,0
2232,146,230,1087,1270,1074,1833,342,7502,191,142,32,0
2233,153,265,1132,1289,1124,1863,311,8302,197,187,34,0
2234,158,261,1197,1256,1111,1851,291,8702,186,220,34,0
2235,140,219,1229,1183,1062,1731,272,7962,161,225,29,0
2236,127,180,1171,1148,1072,1683,253,7796,150,246,27,0
2237,97,108,921,871,936,1430,249,8429,73,272,13,0
2238,91,98,1008,937,988,1543,235,9220,89,322,13,0
2239,68,57,849,839,924,1453,235,9349,66,327,9,0
2240,52,36,668,725,839,1368,241,9467,43,320,6,0
2241,-200,-200,641,666,826,1349,226,9441,32,348,5,1
2242,58,45,707,716,853,1414,208,9725,41,402,5,0
2243,78,87,939,810,918,1524,188,10027,60,466,9,0
2244,61,62,886,791,890,1489,198,10524,56,460,7,0
2245,64,65,837,752,865,1451,213,10625,48,423,6,0
2246,81,125,1005,937,1003,1622,213,10449,89,418,13,0
2247,92,157,1191,1088,1123,1789,240,10772,131,366,19,0
2248,101,171,1200,1119,1146,1823,272,10884,141,307,21,0
2249,96,119,971,1021,1110,1724,323,11271,112,236,18,0
2250,101,110,907,979,1126,1700,319,12023,100,258,18,0
2251,91,95,802,962,1067,1658,351,12093,96,218,16,0
2252,68,58,695,866,1008,1573,360,11995,72,205,12,0
2253,76,69,777,924,1062,1683,370,12423,86,201,12,0
2254,84,76,818,939,1082,1678,364,12515,90,210,14,0
2255,76,63,681,897,1042,1605,352,12670,79,226,13,0
2256,61,51,631,823,1022,1599,325,13229,62,276,11,0
2257,52,46,641,828,1024,1601,291,13919,63,351,11,0
2258,59,52,683,828,1048,1618,269,13898,63,397,11,0
2259,89,84,1013,1022,1153,1806,261,14039,112,422,18,0
2260,113,130,1151,1077,1195,1860,255,14095,128,438,23,0
2261,112,147,1134,1091,1245,1870,249,14135,132,456,26,0
2262,89,126,945,946,1086,1729,252,14262,92,452,2,0
2263,53,47,734,804,972,1620,254,14570,58,455,1,0
2264,36,24,554,677,880,1500,262,14599,34,436,6,0
2265,-200,-200,612,719,906,1561,243,14476,41,482,6,1
2266,39,25,564,658,879,1511,244,14499,31,483,5,0
2267,33,21,512,597,842,1444,233,14346,22,510,4,0
2268,37,25,410,543,797,1347,216,12259,15,481,4,0
2269,36,25,392,526,796,1322,214,12005,13,478,4,0
2270,42,30,377,520,767,1287,205,11152,12,468,4,0
2271,52,42,389,562,784,1286,208,9882,17,407,5,0
2272,60,52,432,622,811,1307,223,9371,25,353,6,0
2273,74,62,502,620,838,1325,217,9842,25,383,7,0
2274,65,67,469,632,821,1302,244,8921,27,296,7,0
2275,52,47,427,579,793,1303,234,9910,19,349,6,0
2276,40,35,406,567,794,1306,235,10019,18,352,5,0
2277,49,45,430,614,821,1350,224,10400,24,390,6,0
2278,56,53,453,628,849,1379,220,10865,26,417,8,0
2279,59,57,470,651,852,1387,217,10949,30,427,8,0
2280,68,71,480,645,847,1364,207,10470,29,434,1,0
2281,72,67,472,682,849,1378,203,10045,35,426,1,0
2282,78,75,521,687,865,1388,203,10392,36,441,1,0
2283,71,65,520,689,848,1403,201,10538,36,452,9,0
2284,54,45,440,606,807,1337,198,10424,23,457,7,0
2285,57,46,446,627,814,1351,196,10244,26,453,8,0
2286,45,33,417,582,785,1311,194,10242,20,459,7,0
2287,30,19,381,515,748,1261,197,10172,12,448,5,0
2288,16,9,350,461,716,1235,195,10363,7,463,3,0
2289,-200,-200,334,437,708,1227,190,10630,5,490,3,1
2290,18,12,346,448,724,1256,191,11090,5,507,-200,1
2291,28,21,380,477,748,1301,191,11545,8,527,3,0
2292,62,66,563,683,888,1483,203,11596,35,493,7,0
2293,92,137,779,858,973,1584,211,11389,70,462,15,0
2294,96,151,842,927,993,1665,215,11290,87,445,18,0
2295,87,115,692,825,929,1561,224,11637,63,436,14,0
2296,84,118,779,858,962,1613,248,12039,70,391,15,0
2297,73,95,633,786,906,1538,239,12335,55,421,12,0
2298,72,86,616,776,915,1544,255,12328,53,383,12,0
2299,68,85,606,787,928,1585,254,12534,55,392,13,0
2300,62,66,526,698,855,1449,256,12006,38,370,1,0
2301,70,74,588,783,920,1550,245,11669,54,384,14,0
2302,83,108,674,842,917,1563,239,11639,67,399,16,0
2303,92,150,885,1057,1072,1820,242,11665,122,392,27,0
2304,103,157,879,985,1000,1726,235,11759,102,412,23,0
2305,82,93,703,845,914,1583,223,11973,67,449,15,0
2306,74,76,637,799,888,1531,217,11917,57,465,14,0
2307,67,57,561,718,851,1471,220,11699,41,449,1,0
2308,74,64,612,749,870,1487,222,11654,47,441,11,0
2309,72,59,621,773,883,1514,218,11763,52,456,12,0
2310,79,68,702,767,886,1532,216,11742,51,460,12,0
2311,43,31,559,637,792,1400,216,11715,28,458,7,0
2312,33,21,435,535,754,1335,207,11680,14,483,5,0
2313,-200,-200,441,503,732,1321,210,11546,10,471,4,1
2314,38,24,527,586,770,1392,208,11800,20,485,4,0
2315,51,38,720,654,797,1450,208,11994,30,494,5,0
2316,69,92,937,877,915,1651,199,11911,75,518,1,0
2317,116,311,1482,1423,1287,2319,209,12049,247,493,44,0
2318,119,260,1489,1424,1195,2244,237,11508,248,399,4,0
2319,96,181,1015,1009,1003,1710,253,11421,109,358,24,0
2320,109,177,1004,1046,1037,1763,288,11349,119,291,21,0
2321,115,180,1129,1181,1114,1928,303,11399,160,269,27,0
2322,118,174,1068,1171,1085,1863,328,11380,157,233,28,0
2323,118,140,924,1087,1024,1745,339,11135,131,214,23,0
2324,112,122,861,1057,1017,1698,353,11036,122,196,2,0
2325,140,189,981,1173,1053,1808,340,10898,158,208,26,0
2326,137,169,1043,1198,1065,1852,353,10572,166,188,27,0
2327,143,172,1124,1250,1136,1940,326,11688,184,241,31,0
2328,148,154,1004,1202,1100,1856,308,12507,167,287,31,0
2329,158,192,1190,1319,1143,2001,287,12099,208,312,36,0
2330,127,160,1072,1157,1083,1884,268,12201,153,351,29,0
2331,109,110,925,1034,1009,1763,253,12524,115,394,22,0
2332,101,97,862,983,969,1680,239,11966,101,409,2,0
2333,114,124,969,993,1029,1728,230,12354,104,444,21,0
2334,104,108,932,956,1064,1770,222,14237,94,539,19,0
2335,81,61,794,853,986,1645,209,14659,69,598,14,0
2336,51,34,599,709,872,1522,213,14570,40,581,8,0
2337,-200,-200,614,654,840,1489,208,14189,30,584,6,1
2338,40,24,625,626,812,1471,203,13878,26,589,6,0
2339,34,27,595,612,810,1462,213,13682,24,545,5,0
2340,61,70,886,849,936,1640,206,13753,68,574,1,0
2341,95,176,1257,1265,1244,2084,213,14226,189,569,27,0
2342,142,310,1561,1556,1440,2530,229,14442,302,524,5,0
2343,128,221,1191,1145,1180,1929,241,13802,149,465,33,0
2344,115,168,1061,1058,1126,1879,271,13705,122,388,24,0
2345,84,109,751,910,1005,1670,284,13140,83,344,17,0
2346,85,102,733,940,1032,1703,301,12958,90,309,17,0
2347,110,129,906,1106,1087,1839,327,12547,137,258,24,0
2348,107,117,902,1119,1090,1811,324,12271,141,257,22,0
2349,107,112,836,1050,1072,1748,336,12472,120,244,22,0
2350,113,122,863,1057,1101,1772,330,12877,122,260,23,0
2351,107,114,824,1086,1111,1802,332,11855,131,237,26,0
2352,106,111,842,1070,1048,1737,313,11415,126,254,23,0
2353,125,158,1132,1249,1197,1986,283,11968,183,317,33,0
2354,139,202,1175,1217,1173,1930,265,11981,172,350,35,0
2355,117,166,1111,1079,1075,1798,244,12079,129,400,25,0
2356,107,143,1125,1106,1067,1840,233,12251,137,434,25,0
2357,98,122,1077,1099,1060,1838,225,12226,134,453,24,0
2358,97,113,1087,1099,1081,1854,218,12325,135,478,25,0
2359,95,109,1014,975,1017,1722,209,12446,99,510,21,0
2360,68,53,801,734,836,1501,208,12572,44,517,1,0
2361,-200,-200,802,727,831,1522,193,12661,43,571,8,1
2362,51,32,753,668,804,1479,188,12581,33,586,-200,1
2363,44,35,696,677,798,1473,202,12569,34,538,5,0
2364,77,123,996,951,966,1735,183,12635,93,608,13,0
2365,100,254,1513,1388,1277,2241,202,12777,234,545,36,0
2366,125,300,1598,1496,1335,2385,219,12957,277,499,48,0
2367,154,281,1690,1353,1297,2128,252,13548,221,430,37,0
2368,125,169,1053,979,1041,1705,280,13603,100,366,19,0
2369,117,152,931,936,1027,1696,271,13548,89,383,17,0
2370,105,127,865,969,1037,1728,274,13319,98,370,19,0
2371,103,118,818,954,1014,1697,294,13244,94,329,18,0
2372,106,120,802,971,1007,1682,313,12885,98,287,17,0
2373,107,125,778,958,998,1657,315,13058,95,287,18,0
2374,102,117,767,958,1014,1684,309,13306,95,303,17,0
2375,124,166,1000,1160,1157,1936,314,13689,154,303,28,0
2376,133,180,1143,1281,1225,2082,307,13686,194,314,36,0
2377,125,172,1009,1194,1131,1907,290,13169,165,334,33,0
2378,124,160,1076,1126,1111,1883,273,13420,143,375,29,0
2379,97,103,830,909,976,1675,258,13389,82,409,17,0
2380,94,87,853,929,1016,1724,252,13580,87,430,17,0
2381,120,147,1310,1156,1177,1983,246,13940,152,458,28,0
2382,105,120,1119,999,1013,1751,240,13914,106,473,18,0
2383,81,63,918,813,886,1592,235,13777,60,483,1,0
2384,43,30,609,658,791,1467,240,13467,31,458,5,0
2385,-200,-200,516,618,762,1431,222,13405,25,507,4,1
2386,32,19,510,568,740,1404,228,13184,18,481,3,0
2387,36,27,554,628,775,1437,219,13002,26,501,4,0
2388,59,65,760,833,872,1598,204,12800,65,541,8,0
2389,92,169,1170,1134,1123,1922,208,12758,145,526,22,0
2390,121,244,1545,1522,1306,2450,228,13156,288,479,44,0
2391,151,274,1508,1332,1237,2157,252,13552,213,429,37,0
2392,142,202,1292,1146,1143,1917,293,13970,149,348,25,0
2393,141,186,1287,1168,1170,1949,333,14013,156,278,25,0
2394,129,153,1042,1128,1116,1856,349,13630,143,249,23,0
2395,106,112,817,1069,1054,1766,361,13324,126,227,2,0
2396,125,117,847,1097,1083,1810,376,13478,134,211,2,0
2397,126,109,806,1069,1078,1780,373,13761,126,219,21,0
2398,147,133,896,1143,1104,1840,372,13514,148,216,24,0
2399,180,185,1069,1257,1170,1956,356,13410,186,234,31,0
2400,164,167,945,1201,1091,1834,331,12087,167,243,29,0
2401,180,218,1168,1318,1216,2043,305,12635,208,295,35,0
2402,153,171,1065,1179,1125,1921,287,13834,160,358,29,0
2403,105,78,672,881,971,1635,266,14452,76,422,15,0
2404,98,84,842,984,1062,1796,252,14733,102,466,17,0
2405,107,110,1123,1109,1140,1892,247,14649,138,477,22,0
2406,87,87,1007,992,1038,1731,244,14301,104,474,16,0
2407,80,58,855,836,935,1604,233,14135,65,499,1,0
2408,62,39,689,729,861,1528,238,13783,43,473,6,0
2409,-200,-200,622,678,839,1478,229,13808,34,502,6,1
2410,54,38,658,703,850,1511,212,13689,39,550,6,0
2411,56,41,628,651,817,1472,217,13500,30,526,5,0
2412,62,47,659,667,825,1475,228,13424,32,489,5,0
2413,72,72,799,792,921,1595,235,13611,56,476,9,0
2414,86,100,964,945,1031,1697,246,13661,91,449,14,0
2415,99,104,910,967,1092,1774,270,14020,97,399,16,0
2416,98,109,999,923,1095,1736,293,14411,86,359,16,0
2417,102,103,853,964,1097,1743,312,14517,96,324,17,0
2418,84,75,752,972,1101,1714,344,14230,98,266,17,0
2419,83,72,778,991,1060,1718,361,13004,103,221,15,0
2420,68,56,-200,-200,-200,-200,-200,-200,-2000,-200,12,1
2421,63,51,-200,-200,-200,-200,-200,-200,-2000,-200,12,1
2422,65,52,-200,-200,-200,-200,-200,-200,-2000,-200,11,1
2423,63,46,-200,-200,-200,-200,-200,-200,-2000,-200,1,1
2424,56,44,-200,-200,-200,-200,-200,-200,-2000,-200,11,1
2425,77,72,-200,-200,-200,-200,-200,-200,-2000,-200,16,1
2426,91,88,-200,-200,-200,-200,-200,-200,-2000,-200,17,1
2427,70,56,-200,-200,-200,-200,-200,-200,-2000,-200,14,1
2428,95,82,-200,-200,-200,-200,-200,-200,-2000,-200,17,1
2429,113,125,-200,-200,-200,-200,-200,-200,-2000,-200,24,1
2430,109,144,-200,-200,-200,-200,-200,-200,-2000,-200,23,1
2431,65,54,-200,-200,-200,-200,-200,-200,-2000,-200,12,1
2432,60,48,-200,-200,-200,-200,-200,-200,-2000,-200,1,1
2433,-200,-200,-200,-200,-200,-200,-200,-200,-2000,-200,14,1
2434,62,41,-200,-200,-200,-200,-200,-200,-2000,-200,-200,1
2435,60,40,-200,-200,-200,-200,-200,-200,-2000,-200,1,1
2436,65,48,-200,-200,-200,-200,-200,-200,-2000,-200,9,1
2437,55,44,-200,-200,-200,-200,-200,-200,-2000,-200,8,1
2438,66,59,-200,-200,-200,-200,-200,-200,-2000,-200,1,1
2439,67,59,-200,-200,-200,-200,-200,-200,-2000,-200,12,1
2440,64,53,-200,-200,-200,-200,-200,-200,-2000,-200,12,1
2441,59,42,-200,-200,-200,-200,-200,-200,-2000,-200,1,1
2442,59,43,-200,-200,-200,-200,-200,-200,-2000,-200,1,1
2443,36,23,-200,-200,-200,-200,-200,-200,-2000,-200,6,1
2444,35,22,-200,-200,-200,-200,-200,-200,-2000,-200,7,1
2445,54,37,-200,-200,-200,-200,-200,-200,-2000,-200,8,1
2446,71,53,-200,-200,-200,-200,-200,-200,-2000,-200,11,1
2447,86,68,-200,-200,-200,-200,-200,-200,-2000,-200,14,1
2448,114,125,-200,-200,-200,-200,-200,-200,-2000,-200,28,1
2449,105,96,-200,-200,-200,-200,-200,-200,-2000,-200,25,1
2450,87,75,-200,-200,-200,-200,-200,-200,-2000,-200,16,1
2451,85,74,-200,-200,-200,-200,-200,-200,-2000,-200,14,1
2452,91,92,-200,-200,-200,-200,-200,-200,-2000,-200,23,1
2453,108,136,-200,-200,-200,-200,-200,-200,-2000,-200,42,1
2454,99,119,-200,-200,-200,-200,-200,-200,-2000,-200,3,1
2455,83,76,-200,-200,-200,-200,-200,-200,-2000,-200,22,1
2456,36,21,-200,-200,-200,-200,-200,-200,-2000,-200,6,1
2457,-200,-200,-200,-200,-200,-200,-200,-200,-2000,-200,3,1
2458,24,15,466,544,732,1367,189,11895,15,552,3,0
2459,43,52,609,681,809,1463,182,11930,35,576,5,0
2460,64,85,863,911,934,1639,186,11865,83,560,13,0
2461,91,177,1203,1220,1132,1910,208,11702,173,480,25,0
2462,109,232,1412,1386,1221,2138,233,10919,233,386,37,0
2463,110,201,1069,1111,1024,1753,251,10170,138,324,25,0
2464,111,134,817,987,938,1597,278,9473,102,258,18,0
2465,106,104,649,897,869,1480,296,8548,79,210,15,0
2466,104,89,598,930,846,1467,302,7613,88,180,15,0
2467,76,66,540,868,838,1454,301,7747,72,185,12,0
2468,84,85,601,912,875,1504,295,7872,83,194,14,0
2469,102,105,668,961,907,1564,311,8079,96,182,16,0
2470,102,99,647,939,889,1492,303,8103,90,190,16,0
2471,124,132,816,1064,969,1645,301,8083,124,193,22,0
2472,147,186,963,1157,1051,1787,286,8590,153,223,3,0
2473,138,174,1010,1181,1043,1813,261,9407,161,283,3,0
2474,126,149,967,1121,1043,1793,245,10807,141,357,27,0
2475,112,114,904,1027,1007,1737,231,11582,114,415,21,0
2476,95,92,852,959,966,1686,218,11913,95,463,16,0
2477,80,75,744,875,920,1594,209,11945,74,489,13,0
2478,79,74,760,831,889,1570,205,11903,64,499,11,0
2479,49,35,613,715,825,1462,200,11794,41,509,7,0
2480,36,22,531,580,758,1374,221,11665,19,443,4,0
2481,-200,-200,493,533,735,1350,210,11666,14,475,2,1
2482,40,24,509,522,719,1343,198,11444,12,503,2,0
2483,37,30,560,596,757,1381,190,11489,22,528,3,0
2484,67,93,826,831,890,1594,178,11375,64,565,9,0
2485,106,332,1334,1255,1181,2002,182,11529,185,558,31,0
2486,134,387,1660,1556,1332,2394,206,11448,302,477,5,0
2487,123,267,1362,1124,1128,1832,228,11496,142,419,28,0
2488,136,269,1316,1126,1128,1856,271,11147,143,317,28,0
2489,109,193,1089,1069,1064,1766,304,11310,126,264,21,0
2490,144,239,1129,1240,1139,1940,311,11647,180,262,31,0
2491,154,232,1120,1214,1121,1912,314,11444,171,253,3,0
2492,126,152,916,1083,1032,1772,308,11680,130,267,21,0
2493,98,115,812,1022,1040,1747,318,11868,112,256,17,0
2494,120,169,959,1105,1076,1782,335,11649,136,229,22,0
2495,145,226,1189,1310,1177,2011,331,11673,205,235,35,0
2496,139,218,1199,1303,1196,2017,317,11883,202,259,36,0
2497,148,245,1283,1381,1204,2085,290,12013,231,304,41,0
2498,139,236,1291,1304,1166,2016,274,12095,203,336,4,0
2499,93,104,949,949,959,1640,252,11528,93,364,18,0
2500,96,104,1018,997,1004,1726,240,11662,105,396,17,0
2501,104,144,1122,1105,1050,1807,238,11558,136,396,24,0
2502,83,79,968,900,965,1631,229,11974,80,436,12,0
2503,66,51,806,744,849,1496,228,12020,46,439,8,0
2504,55,38,714,666,809,1455,218,12189,32,473,5,0
2505,-200,-200,644,609,777,1405,217,12135,24,473,3,1
2506,37,24,606,591,768,1402,208,12207,21,503,-200,1
2507,40,30,606,597,768,1396,217,12031,22,468,4,0
2508,51,73,819,842,917,1656,203,12367,67,523,1,0
2509,117,305,1462,1380,1252,2210,205,12450,231,523,38,0
2510,110,295,1478,1268,1224,2046,217,12673,190,496,32,0
2511,136,331,1598,1300,1277,2090,240,12677,201,431,35,0
2512,152,304,1449,1192,1149,1944,285,12144,164,317,32,0
2513,119,210,1221,1082,1091,1790,322,11890,130,251,23,0
2514,106,163,1023,1087,1053,1762,349,11279,131,205,22,0
2515,101,132,910,1042,1023,1711,354,11222,118,199,21,0
2516,110,126,913,1075,1085,1786,344,12050,127,225,19,0
2517,124,150,1035,1120,1116,1854,348,12488,141,228,24,0
2518,137,171,1085,1131,1111,1825,343,11907,144,224,25,0
2519,159,234,1278,1316,1210,2030,325,12165,207,253,36,0
2520,152,251,1383,1339,1250,2075,313,12234,216,273,39,0
2521,166,294,1473,1408,1297,2134,302,12224,242,290,44,0
2522,163,300,1507,1345,1313,2118,285,12775,218,333,48,0
2523,121,159,1215,1084,1146,1829,273,12606,130,353,25,0
2524,125,176,1242,1152,1199,1897,261,12575,151,378,28,0
2525,120,192,1356,1197,1274,2023,247,14400,166,471,32,0
2526,103,152,1195,1072,1243,1978,236,17193,127,598,26,0
2527,64,63,899,923,1054,1793,233,17060,86,605,15,0
2528,44,35,726,778,962,1645,233,16753,53,594,1,0
2529,-200,-200,743,690,915,1570,229,15902,36,577,8,1
2530,35,21,684,639,871,1528,237,15460,28,535,6,0
2531,46,41,779,658,877,1530,212,15092,31,609,6,0
2532,54,48,801,696,893,1548,221,14800,37,562,7,0
2533,68,102,983,851,1030,1700,219,14742,69,570,12,0
2534,77,111,989,926,1059,1750,247,14061,86,459,15,0
2535,74,93,875,860,1020,1649,270,14286,71,408,13,0
2536,92,118,807,840,1045,1656,291,14833,66,374,16,0
2537,83,93,727,866,1029,1651,311,14351,72,324,15,0
2538,58,56,549,763,959,1561,319,14125,50,303,12,0
2539,55,51,570,798,975,1576,328,14120,57,289,11,0
2540,61,52,596,813,988,1596,334,14119,60,278,12,0
2541,65,59,585,818,971,1565,353,13331,61,237,13,0
2542,74,62,637,899,999,1629,358,12915,80,224,14,0
2543,89,85,664,889,989,1602,353,11664,78,208,16,0
2544,103,109,797,1020,1075,1732,333,12085,111,239,21,0
2545,128,168,1046,1177,1190,1934,303,13044,159,308,3,0
2546,122,166,1058,1108,1172,1878,283,13084,137,345,28,0
2547,125,149,1214,1340,1256,2176,271,13758,216,389,38,0
2548,119,118,1056,1203,1190,1967,254,13805,168,432,32,0
2549,126,160,1280,1310,1249,2114,246,13767,205,453,41,0
2550,100,124,1045,1120,1072,1838,237,13346,141,460,26,0
2551,94,95,1039,1011,1035,1752,230,13322,109,481,2,0
2552,52,34,640,690,839,1457,248,13366,36,434,9,0
2553,-200,-200,705,671,833,1482,231,13208,33,474,7,1
2554,64,45,662,616,804,1427,217,12917,24,502,6,0
2555,46,35,579,651,811,1442,219,13138,30,507,6,0
2556,88,141,987,934,1028,1743,201,13216,89,570,16,0
2557,104,199,1197,1141,1138,1927,215,13129,148,518,26,0
2558,125,224,1328,1185,1203,1968,229,13416,162,487,29,0
2559,151,245,1370,1136,1193,1924,257,13351,146,410,28,0
2560,113,153,921,898,1049,1671,299,13793,80,332,19,0
2561,102,145,876,942,1090,1713,329,13789,91,280,19,0
